shipment_id,origin_port,destination_port,carrier,ship_date,base_transit_days,actual_transit_days,port_congestion_score,weather_condition,customs_complexity,cargo_weight_tons,num_stops,is_peak_season,carrier_on_time_rate,days_since_maintenance,fuel_cost_index,is_delayed
SHP00204,Singapore,Hamburg,MSC,2023-04-16,18,21,0.1364,Storm,1,520.43,1,0,0.6827,150,0.9319,1
SHP00205,Busan,Seattle,MaerskLine,2023-11-25,12,13,0.3994,Storm,2,30.41,3,0,0.8648,47,1.2977,1
SHP00206,Singapore,Hamburg,MaerskLine,2023-08-25,18,18,0.0588,Storm,1,41.38,1,0,0.7941,21,1.1126,0
SHP00207,Busan,Seattle,EverGreen,2022-11-06,12,28,0.1324,Rainy,2,8.21,3,0,0.6195,46,1.2943,1
SHP00208,Dubai,Mumbai,EverGreen,2023-01-26,5,6,0.2774,Storm,1,24.06,1,1,0.6444,103,0.9395,1
SHP00209,Hong Kong,London,HapagLloyd,2022-10-30,20,21,0.5809,Rainy,2,29.68,0,0,0.7938,161,1.1767,1
SHP00210,Shanghai,Los Angeles,EverGreen,2023-12-04,14,14,0.308,Rainy,1,46.04,0,1,0.6342,52,1.2053,0
SHP00211,Shanghai,Los Angeles,HapagLloyd,2022-10-21,14,15,0.3447,Storm,2,17.52,2,0,0.8027,53,0.7431,1
SHP00212,Dubai,Mumbai,HapagLloyd,2022-07-14,5,5,0.3347,Rainy,2,29.74,0,1,0.7547,118,0.7952,0
SHP00213,Busan,Seattle,MSC,2023-10-24,12,12,0.2726,Clear,1,35.17,1,0,0.7015,37,1.2374,0
SHP00214,Shanghai,Los Angeles,COSCO,2023-01-09,14,15,0.1875,Storm,2,7.01,2,1,0.5666,111,1.2618,1
SHP00215,Singapore,Hamburg,MaerskLine,2023-03-02,18,18,0.2904,Rainy,2,22.44,0,0,0.8365,100,1.2796,0
SHP00216,Singapore,Hamburg,MSC,2023-01-10,18,18,0.3124,Cloudy,2,57.89,1,0,0.7158,47,0.9311,0
SHP00217,Busan,Seattle,MSC,2023-05-09,12,16,0.1779,Rainy,1,8.72,2,0,0.7266,99,1.2102,1
SHP00218,Busan,Seattle,COSCO,2022-03-19,12,12,0.1036,Clear,2,28.94,0,0,0.5813,17,1.1423,0
SHP00219,Singapore,Hamburg,MSC,2023-07-25,18,24,0.1595,Storm,1,143.26,0,0,0.7501,53,1.0095,1
SHP00220,Hong Kong,London,MaerskLine,2023-07-04,20,24,0.5378,Storm,1,6.46,0,1,0.7431,16,1.2436,1
SHP00221,Rotterdam,New York,EverGreen,2023-11-20,10,12,0.2441,Rainy,1,12.32,0,0,0.6267,26,1.0452,1
SHP00222,Busan,Seattle,HapagLloyd,2023-01-16,12,16,0.2353,Storm,1,5.54,1,0,0.7889,11,0.7008,1
SHP00223,Rotterdam,New York,MSC,2023-07-29,10,15,0.0952,Storm,1,25.63,0,1,0.7081,156,0.848,1
SHP00224,Hong Kong,London,HapagLloyd,2023-10-13,20,20,0.2347,Cloudy,1,25.3,0,0,0.7501,105,1.2376,0
SHP00225,Antwerp,Chicago,COSCO,2022-02-16,13,14,0.1274,Storm,2,21.34,2,1,0.5655,56,1.2341,1
SHP00226,Shanghai,Los Angeles,COSCO,2022-08-29,14,16,0.4573,Storm,2,17.19,0,1,0.6307,133,0.8648,1
SHP00227,Singapore,Hamburg,EverGreen,2023-12-15,18,21,0.3205,Storm,1,18.49,0,0,0.6271,69,0.7653,1
SHP00228,Guangzhou,Sydney,HapagLloyd,2023-11-02,15,15,0.3499,Cloudy,1,37.47,2,0,0.7548,153,0.7085,0
SHP00229,Rotterdam,New York,EverGreen,2022-10-14,10,12,0.1109,Hurricane,3,7.43,3,0,0.6715,95,0.886,1
SHP00230,Shanghai,Los Angeles,COSCO,2022-08-30,14,14,0.1939,Cloudy,2,57.67,0,0,0.611,169,0.893,0
SHP00231,Hong Kong,London,MaerskLine,2023-10-23,20,23,0.3139,Rainy,1,8.39,1,0,0.8092,154,1.2729,1
SHP00232,Hong Kong,London,MaerskLine,2022-05-06,20,22,0.228,Storm,1,25.58,0,1,0.8435,172,0.8506,1
SHP00233,Antwerp,Chicago,MaerskLine,2023-09-04,13,13,0.1115,Cloudy,1,11.05,1,0,0.8078,67,1.049,0
SHP00234,Shanghai,Los Angeles,MaerskLine,2022-05-09,14,15,0.23,Rainy,1,22.29,2,1,0.8623,105,1.2333,1
SHP00235,Dubai,Mumbai,MaerskLine,2022-08-10,5,11,0.156,Hurricane,2,3.95,0,1,0.8403,128,0.9456,1
SHP00236,Dubai,Mumbai,COSCO,2023-09-03,5,5,0.1453,Cloudy,1,42.12,2,0,0.5166,22,1.2586,0
SHP00237,Shanghai,Los Angeles,COSCO,2023-07-08,14,14,0.1488,Cloudy,1,47.36,1,0,0.5525,84,0.8824,0
SHP00238,Busan,Seattle,MSC,2022-01-27,12,12,0.1391,Clear,2,6.37,0,0,0.6881,24,0.8517,0
SHP00239,Singapore,Hamburg,MaerskLine,2022-09-01,18,23,0.1941,Rainy,2,12.63,0,0,0.7813,169,1.1256,1
SHP00240,Hong Kong,London,MaerskLine,2022-05-10,20,20,0.0395,Cloudy,2,4.47,1,1,0.821,50,0.9216,0
SHP00241,Guangzhou,Sydney,HapagLloyd,2023-05-03,15,15,0.0876,Clear,3,54.35,1,0,0.79,80,0.7185,0
SHP00242,Antwerp,Chicago,COSCO,2023-04-08,13,16,0.2684,Hurricane,1,6.59,1,0,0.5487,64,0.8872,1
SHP00243,Dubai,Mumbai,HapagLloyd,2023-11-06,5,5,0.5857,Clear,2,27.11,2,0,0.774,156,1.1903,0
SHP00244,Busan,Seattle,EverGreen,2023-05-06,12,12,0.1388,Clear,3,10.38,0,1,0.6473,79,0.779,0
SHP00245,Guangzhou,Sydney,EverGreen,2023-03-31,15,15,0.6121,Clear,2,7.3,1,0,0.6605,113,1.1997,0
SHP00246,Rotterdam,New York,MaerskLine,2022-03-09,10,10,0.1035,Rainy,1,23.18,0,0,0.8575,96,0.9583,0
SHP00247,Singapore,Hamburg,COSCO,2023-07-16,18,19,0.1033,Hurricane,1,5.6,1,0,0.5749,83,1.1029,1
SHP00248,Hong Kong,London,EverGreen,2023-04-10,20,20,0.2966,Hurricane,1,26.06,0,0,0.6002,5,1.0287,0
SHP00249,Guangzhou,Sydney,MaerskLine,2023-10-29,15,15,0.2453,Clear,2,5.54,0,0,0.8317,34,0.8611,0
SHP00250,Dubai,Mumbai,EverGreen,2023-02-28,5,8,0.5993,Storm,1,29.84,3,0,0.6236,107,0.9748,1
SHP00251,Hong Kong,London,EverGreen,2022-04-08,20,29,0.3108,Storm,1,86.06,1,0,0.6633,58,1.0586,1
SHP00252,Hong Kong,London,EverGreen,2023-01-19,20,23,0.5574,Rainy,2,28.24,1,0,0.6141,112,0.9314,1
SHP00253,Singapore,Hamburg,EverGreen,2022-03-29,18,23,0.436,Clear,2,8.21,0,1,0.6392,26,0.9601,1
SHP00254,Rotterdam,New York,EverGreen,2023-01-17,10,10,0.7553,Clear,2,12.95,0,0,0.6925,120,1.1024,0
SHP00255,Singapore,Hamburg,HapagLloyd,2023-07-30,18,18,0.3615,Clear,3,33.53,0,0,0.7408,61,1.064,0
SHP00256,Hong Kong,London,MaerskLine,2023-11-13,20,25,0.0376,Storm,2,32.2,0,0,0.8625,119,1.2926,1
SHP00257,Guangzhou,Sydney,MaerskLine,2022-12-27,15,15,0.3083,Rainy,3,11.18,2,0,0.8074,57,0.849,0
SHP00258,Rotterdam,New York,HapagLloyd,2023-11-04,10,12,0.283,Hurricane,1,9.33,2,1,0.7556,3,1.0541,1
SHP00259,Antwerp,Chicago,MSC,2023-07-24,13,13,0.0735,Clear,1,8.15,0,0,0.7646,91,1.0985,0
SHP00260,Hong Kong,London,MaerskLine,2023-03-16,20,27,0.3488,Rainy,1,27.94,0,0,0.9085,20,1.1455,1
SHP00261,Shanghai,Los Angeles,HapagLloyd,2022-10-07,14,17,0.3856,Rainy,2,11.41,0,1,0.743,112,0.7615,1
SHP00262,Busan,Seattle,COSCO,2022-05-27,12,16,0.135,Rainy,2,14.68,2,1,0.5583,28,0.9755,1
SHP00263,Guangzhou,Sydney,MaerskLine,2022-02-01,15,19,0.8414,Cloudy,3,13.24,1,0,0.7997,32,0.9071,1
SHP00264,Rotterdam,New York,HapagLloyd,2023-04-10,10,10,0.3764,Cloudy,1,8.32,0,0,0.7431,46,0.9346,0
SHP00265,Hong Kong,London,MSC,2022-11-29,20,22,0.1817,Rainy,1,31.34,0,0,0.7761,174,1.1522,1
SHP00266,Rotterdam,New York,MaerskLine,2023-09-25,10,10,0.361,Cloudy,2,21.26,0,1,0.8169,87,1.1152,0
SHP00267,Shanghai,Los Angeles,MaerskLine,2023-03-11,14,14,0.3885,Rainy,1,23.97,0,0,0.8986,116,0.8331,0
SHP00268,Antwerp,Chicago,HapagLloyd,2022-08-09,13,13,0.0801,Storm,1,58.76,2,0,0.7596,117,1.1749,0
SHP00269,Rotterdam,New York,COSCO,2023-11-26,10,14,0.2983,Storm,2,18.85,2,1,0.5617,103,1.2808,1
SHP00270,Antwerp,Chicago,HapagLloyd,2023-02-09,13,13,0.2917,Rainy,3,12.28,1,1,0.7377,63,1.065,0
SHP00271,Shanghai,Los Angeles,MaerskLine,2022-08-05,14,14,0.1978,Cloudy,3,17.64,0,0,0.8295,136,0.7032,0
SHP00272,Singapore,Hamburg,COSCO,2022-01-08,18,19,0.3915,Rainy,2,21.8,1,0,0.5925,57,1.1551,1
SHP00273,Antwerp,Chicago,EverGreen,2023-06-30,13,13,0.2253,Cloudy,1,6.68,0,1,0.6592,20,1.0925,0
SHP00274,Dubai,Mumbai,HapagLloyd,2022-12-29,5,5,0.1261,Hurricane,2,29.9,0,0,0.7511,39,1.0599,0
SHP00275,Rotterdam,New York,EverGreen,2023-04-16,10,10,0.0877,Clear,2,47.49,0,0,0.5855,61,1.1777,0
SHP00276,Rotterdam,New York,COSCO,2023-02-19,10,10,0.0331,Hurricane,1,19.05,0,0,0.5879,12,1.0928,0
SHP00277,Guangzhou,Sydney,COSCO,2022-11-29,15,16,0.1049,Clear,3,34.07,1,0,0.5922,160,0.9594,1
SHP00278,Singapore,Hamburg,HapagLloyd,2023-01-06,18,19,0.4261,Storm,1,32.84,1,0,0.7904,156,0.9619,1
SHP00279,Rotterdam,New York,EverGreen,2023-08-27,10,11,0.1772,Clear,2,49.16,2,1,0.7135,143,0.9467,1
SHP00280,Guangzhou,Sydney,HapagLloyd,2022-11-14,15,15,0.094,Clear,2,84.05,0,0,0.81,159,0.7796,0
SHP00281,Hong Kong,London,MSC,2022-03-20,20,20,0.3734,Rainy,1,38.85,0,0,0.7604,73,0.7831,0
SHP00282,Rotterdam,New York,HapagLloyd,2022-12-24,10,14,0.4212,Hurricane,2,52.37,1,1,0.6945,49,1.0897,1
SHP00283,Hong Kong,London,MSC,2022-09-20,20,20,0.0916,Cloudy,2,10.45,0,1,0.7789,88,1.0892,0
SHP00284,Dubai,Mumbai,MSC,2023-11-03,5,6,0.1753,Hurricane,2,108.31,0,1,0.7486,141,0.7364,1
SHP00285,Rotterdam,New York,MSC,2023-08-01,10,13,0.6033,Storm,3,2.58,1,0,0.7555,65,1.2528,1
SHP00286,Antwerp,Chicago,HapagLloyd,2023-10-05,13,15,0.3997,Hurricane,3,17.3,2,0,0.7361,44,1.2857,1
SHP00287,Hong Kong,London,MSC,2023-03-29,20,26,0.4282,Storm,2,10.63,1,1,0.7094,52,1.2852,1
SHP00288,Busan,Seattle,COSCO,2023-06-04,12,15,0.1558,Hurricane,1,9.52,0,1,0.5181,137,0.7449,1
SHP00289,Rotterdam,New York,COSCO,2022-02-28,10,15,0.1891,Storm,1,5.94,2,0,0.5276,12,0.7375,1
SHP00290,Hong Kong,London,COSCO,2022-04-03,20,20,0.0667,Clear,1,13.73,0,0,0.5872,95,0.7936,0
SHP00291,Guangzhou,Sydney,EverGreen,2022-02-12,15,17,0.0881,Hurricane,1,6.51,2,0,0.6494,56,1.1291,1
SHP00292,Antwerp,Chicago,HapagLloyd,2023-05-03,13,13,0.208,Cloudy,2,2.61,0,0,0.8155,39,0.9229,0
SHP00293,Singapore,Hamburg,MaerskLine,2022-12-18,18,19,0.323,Storm,2,110.4,0,1,0.8118,38,0.9724,1
SHP00294,Rotterdam,New York,HapagLloyd,2023-12-26,10,16,0.2535,Cloudy,2,102.1,0,1,0.7071,159,0.8676,1
SHP00295,Antwerp,Chicago,EverGreen,2022-06-12,13,18,0.3986,Hurricane,3,64.91,1,0,0.6868,61,0.7858,1
SHP00296,Hong Kong,London,COSCO,2022-12-13,20,21,0.5459,Rainy,2,8.63,0,0,0.5369,83,0.8498,1
SHP00297,Shanghai,Los Angeles,COSCO,2023-07-26,14,14,0.314,Clear,1,68.65,0,0,0.5486,57,0.8423,0
SHP00298,Guangzhou,Sydney,COSCO,2023-11-04,15,15,0.1754,Rainy,2,24.09,0,0,0.5923,118,0.9924,0
SHP00299,Singapore,Hamburg,COSCO,2022-05-25,18,18,0.3016,Clear,1,13.94,0,0,0.5742,115,1.102,0
SHP00300,Hong Kong,London,COSCO,2023-12-27,20,21,0.0275,Storm,3,8.09,2,1,0.5467,31,0.7298,1
SHP00301,Rotterdam,New York,COSCO,2022-12-03,10,16,0.4669,Hurricane,2,11.63,0,0,0.5539,16,0.8265,1
SHP00302,Singapore,Hamburg,HapagLloyd,2023-03-10,18,28,0.3383,Clear,2,37.82,0,0,0.7626,114,0.9071,1
SHP00303,Hong Kong,London,MaerskLine,2022-08-08,20,20,0.2039,Rainy,2,24.9,0,0,0.8299,176,0.869,0
SHP00304,Hong Kong,London,EverGreen,2022-05-21,20,26,0.2555,Cloudy,3,56.73,0,1,0.6219,27,0.8566,1
SHP00305,Singapore,Hamburg,MaerskLine,2022-04-14,18,18,0.2713,Rainy,1,6.33,0,0,0.8297,118,1.2808,0
SHP00306,Shanghai,Los Angeles,COSCO,2023-01-21,14,19,0.1196,Hurricane,2,3.93,1,1,0.596,4,0.7689,1
SHP00307,Singapore,Hamburg,MSC,2023-10-02,18,19,0.3286,Cloudy,3,35.71,0,0,0.6958,175,1.1146,1
SHP00308,Singapore,Hamburg,EverGreen,2023-11-24,18,22,0.5203,Clear,1,3.05,1,0,0.5854,142,1.2699,1
SHP00309,Dubai,Mumbai,EverGreen,2023-04-05,5,9,0.538,Hurricane,1,79.35,0,1,0.6413,148,1.1926,1
SHP00310,Dubai,Mumbai,HapagLloyd,2023-04-26,5,8,0.4132,Cloudy,2,7.69,2,0,0.7753,54,0.9169,1
SHP00311,Dubai,Mumbai,COSCO,2023-04-18,5,6,0.1276,Hurricane,2,26.21,2,0,0.583,122,1.1489,1
SHP00312,Busan,Seattle,EverGreen,2022-06-15,12,15,0.2791,Hurricane,1,42.83,0,0,0.5949,100,1.0684,1
SHP00313,Dubai,Mumbai,HapagLloyd,2022-02-23,5,5,0.2449,Cloudy,1,30.98,0,0,0.7525,89,0.7936,0
SHP00314,Antwerp,Chicago,COSCO,2023-12-30,13,14,0.4066,Hurricane,1,46.32,1,0,0.5925,158,0.882,1
SHP00315,Rotterdam,New York,COSCO,2022-10-07,10,10,0.3354,Clear,1,142.19,0,0,0.5836,145,0.8993,0
SHP00316,Antwerp,Chicago,HapagLloyd,2022-04-04,13,13,0.1746,Cloudy,2,9.37,0,0,0.801,147,1.0304,0
SHP00317,Dubai,Mumbai,EverGreen,2023-03-01,5,5,0.4193,Rainy,1,66.5,0,0,0.6079,57,1.0227,0
SHP00318,Shanghai,Los Angeles,EverGreen,2023-01-31,14,25,0.0433,Hurricane,3,3.47,0,0,0.643,30,0.7574,1
SHP00319,Rotterdam,New York,COSCO,2022-04-12,10,10,0.0517,Cloudy,1,12.22,0,1,0.5355,29,1.1514,0
SHP00320,Hong Kong,London,MSC,2023-04-29,20,20,0.0704,Cloudy,1,12.15,2,1,0.756,107,0.9274,0
SHP00321,Singapore,Hamburg,EverGreen,2022-03-23,18,22,0.2898,Storm,1,67.96,1,0,0.6332,66,1.1971,1
SHP00322,Shanghai,Los Angeles,COSCO,2023-07-16,14,14,0.3225,Cloudy,2,10.33,0,0,0.5607,10,0.9726,0
SHP00323,Guangzhou,Sydney,MaerskLine,2022-05-05,15,17,0.3865,Rainy,1,18.09,2,1,0.7389,24,0.7961,1
SHP00324,Shanghai,Los Angeles,MSC,2023-09-30,14,14,0.298,Storm,1,6.47,0,0,0.7303,10,1.1981,0
SHP00325,Antwerp,Chicago,MaerskLine,2023-05-27,13,13,0.1732,Clear,1,17.15,2,0,0.8192,89,1.2681,0
SHP00326,Shanghai,Los Angeles,HapagLloyd,2022-05-28,14,15,0.1639,Hurricane,2,227.95,1,1,0.809,110,1.0079,1
SHP00327,Busan,Seattle,EverGreen,2022-09-04,12,12,0.1242,Clear,1,4.75,0,0,0.6657,13,1.1515,0
SHP00328,Guangzhou,Sydney,MSC,2023-01-05,15,15,0.0066,Clear,2,25.85,2,0,0.6844,26,1.2465,0
SHP00329,Rotterdam,New York,HapagLloyd,2023-06-04,10,10,0.0913,Hurricane,1,27.49,0,0,0.8063,33,0.8161,0
SHP00330,Shanghai,Los Angeles,EverGreen,2023-02-01,14,16,0.3788,Storm,1,4.63,1,1,0.625,147,1.1039,1
SHP00331,Hong Kong,London,COSCO,2022-03-11,20,20,0.4165,Clear,1,49.06,2,0,0.6249,82,1.2911,0
SHP00332,Hong Kong,London,MSC,2022-12-07,20,20,0.1692,Clear,2,17.8,0,0,0.7211,87,1.194,0
SHP00333,Singapore,Hamburg,MaerskLine,2023-10-21,18,18,0.1758,Rainy,3,12.77,1,0,0.8468,112,1.2664,0
SHP00334,Singapore,Hamburg,EverGreen,2022-05-19,18,21,0.1457,Storm,3,64.1,1,0,0.6019,46,0.736,1
SHP00335,Rotterdam,New York,EverGreen,2022-02-14,10,10,0.0912,Clear,1,14.63,0,1,0.6393,175,0.7167,0
SHP00336,Dubai,Mumbai,MaerskLine,2023-06-12,5,5,0.763,Rainy,2,24.16,1,0,0.8481,23,0.9177,0
SHP00337,Guangzhou,Sydney,HapagLloyd,2023-10-25,15,24,0.2907,Storm,3,48.48,3,1,0.7911,95,1.1058,1
SHP00338,Dubai,Mumbai,COSCO,2022-02-18,5,11,0.1893,Rainy,2,64.39,1,0,0.5326,45,0.7807,1
SHP00339,Hong Kong,London,COSCO,2023-03-24,20,20,0.2422,Clear,2,13.77,0,0,0.5783,30,0.8936,0
SHP00340,Guangzhou,Sydney,EverGreen,2022-07-11,15,29,0.4388,Storm,3,11.7,0,0,0.5996,171,0.758,1
SHP00341,Antwerp,Chicago,EverGreen,2023-06-16,13,13,0.3468,Rainy,1,28.16,0,0,0.6762,28,1.1168,0
SHP00342,Busan,Seattle,MaerskLine,2023-09-09,12,14,0.5337,Storm,1,28.38,2,1,0.8235,140,0.7154,1
SHP00343,Singapore,Hamburg,HapagLloyd,2022-03-23,18,18,0.2703,Rainy,3,30.46,0,0,0.8466,155,1.1629,0
SHP00344,Hong Kong,London,COSCO,2023-03-13,20,22,0.1733,Rainy,1,31.23,0,0,0.5712,18,1.1136,1
SHP00345,Singapore,Hamburg,EverGreen,2022-12-28,18,18,0.24,Rainy,2,35.66,0,0,0.658,109,0.9024,0
SHP00346,Guangzhou,Sydney,COSCO,2023-10-15,15,15,0.1204,Clear,2,23.94,0,1,0.5729,48,1.1057,0
SHP00347,Guangzhou,Sydney,COSCO,2023-11-27,15,19,0.2026,Hurricane,2,25.78,0,0,0.5658,96,1.0036,1
SHP00348,Singapore,Hamburg,MaerskLine,2023-11-26,18,18,0.0484,Cloudy,3,3.34,1,0,0.7793,63,0.9745,0
SHP00349,Antwerp,Chicago,MaerskLine,2023-10-23,13,13,0.0442,Cloudy,1,11.36,1,1,0.797,49,0.9409,0
SHP00350,Hong Kong,London,COSCO,2022-02-03,20,22,0.3162,Storm,1,21.78,1,0,0.5496,34,0.7699,1
SHP00351,Singapore,Hamburg,EverGreen,2022-03-20,18,27,0.5157,Rainy,1,23.5,2,0,0.6706,30,1.0574,1
SHP00352,Singapore,Hamburg,HapagLloyd,2023-10-28,18,18,0.2172,Rainy,1,60.05,1,0,0.783,0,0.8939,0
SHP00353,Busan,Seattle,MSC,2022-07-10,12,18,0.26,Clear,1,29.93,1,1,0.7053,166,1.2895,1
SHP00354,Antwerp,Chicago,HapagLloyd,2022-05-01,13,14,0.196,Storm,1,22.91,2,0,0.7523,165,0.8298,1
SHP00355,Busan,Seattle,COSCO,2023-09-19,12,13,0.2882,Storm,2,71.46,1,1,0.5764,24,0.9672,1
SHP00356,Busan,Seattle,EverGreen,2022-03-17,12,12,0.2364,Cloudy,1,33.09,0,1,0.6569,73,1.0258,0
SHP00357,Antwerp,Chicago,MSC,2023-11-30,13,14,0.4005,Storm,1,14.24,0,0,0.7373,174,1.0034,1
SHP00358,Hong Kong,London,COSCO,2022-10-25,20,29,0.3295,Clear,3,164.63,0,0,0.5879,109,0.9726,1
SHP00359,Busan,Seattle,MSC,2023-06-05,12,12,0.2783,Cloudy,2,52.99,0,0,0.6839,91,1.0851,0
SHP00360,Dubai,Mumbai,MaerskLine,2022-08-31,5,5,0.0132,Cloudy,1,92.78,0,0,0.8399,93,0.9942,0
SHP00361,Antwerp,Chicago,MaerskLine,2023-01-13,13,13,0.3386,Rainy,1,61.28,0,0,0.8,110,0.91,0
SHP00362,Antwerp,Chicago,HapagLloyd,2022-03-30,13,13,0.2653,Cloudy,1,11.05,1,0,0.8023,91,1.1389,0
SHP00363,Rotterdam,New York,COSCO,2023-05-06,10,10,0.1541,Storm,3,11.58,1,0,0.6323,125,1.0118,0
SHP00364,Guangzhou,Sydney,EverGreen,2022-11-21,15,24,0.4193,Hurricane,1,11.23,1,1,0.6048,170,1.1204,1
SHP00365,Rotterdam,New York,EverGreen,2022-12-19,10,14,0.1376,Storm,1,11.74,0,0,0.6615,175,1.0383,1
SHP00366,Singapore,Hamburg,HapagLloyd,2022-05-13,18,20,0.4356,Hurricane,1,13.49,0,1,0.7516,144,1.1164,1
SHP00367,Guangzhou,Sydney,HapagLloyd,2023-06-15,15,15,0.4105,Clear,1,10.26,0,0,0.7734,115,0.9444,0
SHP00368,Singapore,Hamburg,COSCO,2023-12-28,18,18,0.2531,Cloudy,2,25.14,2,1,0.5971,24,1.1499,0
SHP00369,Dubai,Mumbai,COSCO,2022-03-22,5,6,0.0869,Hurricane,1,33.87,1,0,0.515,121,0.7404,1
SHP00370,Busan,Seattle,MSC,2023-10-03,12,21,0.3272,Hurricane,1,68.84,0,1,0.6708,167,1.1013,1
SHP00371,Busan,Seattle,HapagLloyd,2023-10-19,12,13,0.1759,Hurricane,2,7.59,2,1,0.8002,109,0.7343,1
SHP00372,Singapore,Hamburg,HapagLloyd,2023-11-06,18,27,0.3448,Hurricane,1,150.21,2,1,0.7741,102,1.2859,1
SHP00373,Hong Kong,London,HapagLloyd,2022-01-30,20,20,0.5013,Clear,3,7.49,1,0,0.7615,12,0.9569,0
SHP00374,Rotterdam,New York,MaerskLine,2022-08-04,10,18,0.0896,Hurricane,1,5.79,0,1,0.8699,125,0.8192,1
SHP00375,Guangzhou,Sydney,HapagLloyd,2023-10-05,15,15,0.5503,Clear,1,17.75,0,0,0.7837,143,0.9917,0
SHP00376,Busan,Seattle,COSCO,2023-12-03,12,15,0.2371,Storm,1,11.42,1,1,0.5827,133,1.1095,1
SHP00377,Guangzhou,Sydney,COSCO,2022-03-03,15,15,0.1432,Storm,2,17.66,1,1,0.5802,58,1.1872,0
SHP00378,Singapore,Hamburg,EverGreen,2022-07-28,18,19,0.4375,Storm,2,6.4,2,0,0.6646,103,1.2158,1
SHP00379,Hong Kong,London,HapagLloyd,2022-11-23,20,20,0.2572,Cloudy,2,15.96,1,0,0.7119,47,1.1977,0
SHP00380,Hong Kong,London,EverGreen,2023-06-12,20,26,0.3402,Cloudy,2,16.1,2,0,0.6122,78,0.7425,1
SHP00381,Rotterdam,New York,COSCO,2022-10-01,10,10,0.5078,Cloudy,1,21.33,3,0,0.5804,115,1.0266,0
SHP00382,Antwerp,Chicago,MSC,2022-10-25,13,13,0.1495,Cloudy,1,20.39,1,1,0.7514,37,0.7379,0
SHP00383,Guangzhou,Sydney,HapagLloyd,2022-06-13,15,18,0.2761,Storm,3,8.41,2,1,0.7447,79,0.854,1
SHP00384,Hong Kong,London,HapagLloyd,2022-06-13,20,20,0.2537,Rainy,1,17.78,0,1,0.7277,8,1.0323,0
SHP00385,Antwerp,Chicago,HapagLloyd,2022-11-12,13,15,0.1667,Storm,3,40.56,1,0,0.7929,131,1.0074,1
SHP00386,Antwerp,Chicago,MaerskLine,2023-06-02,13,13,0.1632,Clear,3,27.91,0,0,0.8168,17,0.9713,0
SHP00387,Antwerp,Chicago,MSC,2022-02-19,13,13,0.1833,Cloudy,2,23.72,0,0,0.7036,70,0.9899,0
SHP00388,Shanghai,Los Angeles,COSCO,2023-11-01,14,20,0.2478,Storm,3,3.95,0,0,0.5407,174,0.9421,1
SHP00389,Antwerp,Chicago,COSCO,2022-04-21,13,25,0.5935,Hurricane,1,9.12,0,1,0.5169,98,0.918,1
SHP00390,Guangzhou,Sydney,MSC,2023-02-17,15,15,0.309,Rainy,1,109.03,1,0,0.7473,21,1.1308,0
SHP00391,Hong Kong,London,MaerskLine,2023-07-30,20,20,0.1985,Storm,1,16.97,0,1,0.8103,99,1.2609,0
SHP00392,Dubai,Mumbai,COSCO,2023-01-31,5,6,0.2413,Hurricane,1,24.83,0,1,0.598,70,1.0553,1
SHP00393,Antwerp,Chicago,HapagLloyd,2023-10-01,13,13,0.0214,Rainy,2,55.63,0,0,0.8094,133,0.9481,0
SHP00394,Rotterdam,New York,MSC,2022-12-14,10,10,0.2297,Clear,1,17.75,2,0,0.7321,96,1.0049,0
SHP00395,Hong Kong,London,MSC,2023-02-16,20,20,0.1053,Cloudy,2,17.67,0,0,0.7699,57,1.0753,0
SHP00396,Shanghai,Los Angeles,MaerskLine,2022-12-08,14,14,0.4432,Clear,1,6.63,0,1,0.8571,125,0.8451,0
SHP00397,Antwerp,Chicago,HapagLloyd,2023-06-12,13,14,0.2513,Storm,2,137.16,1,1,0.794,63,0.9814,1
SHP00398,Singapore,Hamburg,COSCO,2023-02-07,18,19,0.4505,Hurricane,1,44.75,1,0,0.559,100,0.9162,1
SHP00399,Busan,Seattle,HapagLloyd,2023-06-06,12,12,0.2232,Rainy,2,4.8,0,0,0.7916,67,1.2556,0
SHP00400,Antwerp,Chicago,HapagLloyd,2022-01-18,13,13,0.14,Rainy,3,8.96,1,0,0.7283,100,1.0596,0
SHP00401,Hong Kong,London,COSCO,2023-08-21,20,20,0.1248,Clear,1,21.43,0,0,0.5248,18,0.7523,0
SHP00402,Busan,Seattle,MaerskLine,2023-11-03,12,14,0.2054,Hurricane,1,4.97,2,0,0.7657,75,1.1871,1
SHP00403,Dubai,Mumbai,MaerskLine,2023-06-21,5,6,0.2343,Hurricane,2,11.53,1,0,0.8329,61,0.9676,1
SHP00404,Guangzhou,Sydney,MSC,2023-12-19,15,15,0.4428,Cloudy,1,221.57,1,1,0.7098,77,0.8751,0
SHP00405,Rotterdam,New York,MSC,2023-03-05,10,10,0.3127,Clear,2,1.51,1,0,0.7096,25,1.0066,0
SHP00406,Singapore,Hamburg,EverGreen,2023-09-19,18,18,0.0673,Cloudy,1,18.13,0,0,0.6595,45,1.0602,0
SHP00407,Antwerp,Chicago,MaerskLine,2023-07-29,13,13,0.3233,Cloudy,2,29.62,0,0,0.8502,116,0.9362,0
SHP00408,Hong Kong,London,EverGreen,2022-06-27,20,21,0.1347,Hurricane,2,13.88,2,0,0.6316,121,1.1439,1
